reaction_id,reaction_name,reaction_equation,flux,lower_bound,upper_bound,reversible
Clt,Major Facilitator(MFS) TCDB:2.A.1.14.6,cl_e <=> cl_c,0.0020654078752453797,-1000.0,1000.0,True
Cotpp,Co transport via diffusion (periplasm to cytosol),co_p <=> co_c,0.0,-1000.0,1000.0,True
Cuabc,Copper transport via ABC system,atp_c + cu2_e + h2o_c --> adp_c + cu2_c + h_c + pi_c,0.0,0.0,1000.0,False
Cut1,Copper export via ATPase,atp_c + cu2_c + h2o_c --> adp_c + cu2_e + h_c + pi_c,0.0,0.0,1000.0,False
DAAD,D-Amino acid dehydrogenase,ala__D_c + fad_c + h2o_c --> fadh2_c + nh4_c + pyr_c,0.0,0.0,1000.0,False
DAAD11,D Amino acid dehydrogenase  tyr D,fad_c + h2o_c + 2.0 h_c + tyr__D_c --> 34hpp_c + fadh2_c + nh4_c,0.0,0.0,1000.0,False
DAAD12,D Amino acid dehydrogenase  val D,fad_c + h2o_c + 2.0 h_c + val__D_c --> 3mob_c + fadh2_c + nh4_c,0.0,0.0,1000.0,False
DAAD2,D Amino acid dehydrogenase  arg D,arg__D_c + fad_c + h2o_c --> 5g2oxpt_c + fadh2_c + nh4_c,0.0,0.0,1000.0,False
DAAD3,D Amino acid dehydrogenase  leu D,fad_c + h2o_c + 2.0 h_c + leu__D_c --> 4mop_c + fadh2_c + nh4_c,0.0,0.0,1000.0,False
DAAD4,D Amino acid dehydrogenase  D met,fad_c + h2o_c + met__D_c --> 2kmb_c + fadh2_c + nh4_c,0.0,0.0,1000.0,False
DAAD5,D Amino acid dehydrogenase  orn D,fad_c + h2o_c + orn__D_c --> 5a2opntn_c + fadh2_c + nh4_c,0.0,0.0,1000.0,False
DAAD7,D Amino acid dehydrogenase  pro D,fad_c + pro__D_c --> 1p2cbxl_c + fadh2_c,0.0,0.0,1000.0,False
DAAD8,D Amino acid dehydrogenase  ser D,fad_c + h2o_c + ser__D_c --> fadh2_c + hpyr_c + nh4_c,0.0,0.0,1000.0,False
DABAAT,DABAAT,24dab_c + akg_c + h_c --> aspsa_c + glu__L_c,0.0,0.0,1000.0,False
DABAAT2,DABA aminotransferase,24dab_c + akg_c + h_c <=> aspsa_c + glu__L_c,0.0,-1000.0,1000.0,True
DADK,Deoxyadenylate kinase,atp_c + damp_c <=> adp_c + dadp_c,0.0,-1000.0,1000.0,True
DADNK_1,Deoxyadenosine kinase,atp_c + dad_2_c --> adp_c + damp_c + h_c,0.0,0.0,1000.0,False
DADNt2,Deoxyadenosine transport in via proton symport,dad_2_e + h_e --> dad_2_c + h_c,0.0,0.0,1000.0,False
DAGK120,Diacylglycerol kinase (n-C12:0),12dgr120_c + atp_c --> adp_c + h_c + pa120_c,0.0,0.0,1000.0,False
DAGK140,Diacylglycerol kinase (n-C14:0),12dgr140_c + atp_c --> adp_c + h_c + pa140_c,0.0,0.0,1000.0,False
DAGK141,Diacylglycerol kinase (n-C14:1),12dgr141_c + atp_c --> adp_c + h_c + pa141_c,0.0,0.0,1000.0,False
DAGK160,Diacylglycerol kinase (n-C16:0),12dgr160_c + atp_c --> adp_c + h_c + pa160_c,0.0,0.0,1000.0,False
DAGK161,Diacylglycerol kinase (n-C16:1),12dgr161_c + atp_c --> adp_c + h_c + pa161_c,0.0,0.0,1000.0,False
DAGK180,Diacylglycerol kinase (n-C18:0),12dgr180_c + atp_c --> adp_c + h_c + pa180_c,0.0,0.0,1000.0,False
DAGK181,Diacylglycerol kinase (n-C18:1),12dgr181_c + atp_c --> adp_c + h_c + pa181_c,0.0,0.0,1000.0,False
DALAt2pp,D-alanine transport in via proton symport (periplasm),ala__D_p + h_p --> ala__D_c + h_c,0.0,0.0,1000.0,False
DALAt2r,D-alanine transport via proton symport,ala__D_e + h_e --> ala__D_c + h_c,0.0,0.0,1000.0,False
DAPDC,Diaminopimelate decarboxylase,26dap__M_c + h_c --> co2_c + lys__L_c,0.13617049603786358,0.0,1000.0,False
DAPE,Diaminopimelate epimerase,26dap_LL_c <=> 26dap__M_c,0.17585172322797654,-1000.0,1000.0,True
DASYN120,CDP-diacylglycerol synthetase (n-C12:0),ctp_c + h_c + pa120_c --> cdpdddecg_c + ppi_c,0.0,0.0,1000.0,False
DASYN140,CDP-diacylglycerol synthetase (n-C14:0),ctp_c + h_c + pa140_c --> cdpdtdecg_c + ppi_c,0.0,0.0,1000.0,False
DASYN141,CDP-diacylglycerol synthetase (n-C14:1),ctp_c + h_c + pa141_c --> cdpdtdec7eg_c + ppi_c,0.0,0.0,1000.0,False
DASYN160,CDP-diacylglycerol synthetase (n-C16:0),ctp_c + h_c + pa160_c --> cdpdhdecg_c + ppi_c,0.0,0.0,1000.0,False
DASYN161,CDP-diacylglycerol synthetase (n-C16:1),ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c,0.0,0.0,1000.0,False
DASYN180,CDP-diacylglycerol synthetase (n-C18:0),ctp_c + h_c + pa180_c --> cdpdodecg_c + ppi_c,0.0,0.0,1000.0,False
DASYN181,CDP-diacylglycerol synthetase (n-C18:1),ctp_c + h_c + pa181_c --> cdpdodec11eg_c + ppi_c,0.0,0.0,1000.0,False
DATPHs,DATP amine hydrolysis (spontaneous),datp_c + h2o_c + h_c --> ditp_c + nh4_c,0.0,0.0,1000.0,False
DB4PS,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",ru5p__D_c --> db4p_c + for_c,0.0003539565465358077,0.0,1000.0,False
DCAtex,Decanoate transport via diffusion (extracellular to periplasm),dca_e <=> dca_p,0.0,-1000.0,1000.0,True
DCMPDA,DCMP deaminase,dcmp_c + h2o_c + h_c --> dump_c + nh4_c,0.0,0.0,1000.0,False
DCTPD,DCTP deaminase,dctp_c + h2o_c + h_c --> dutp_c + nh4_c,0.0,0.0,1000.0,False
DCTPD2,DCTP deaminase,ctp_c + h2o_c + h_c --> nh4_c + utp_c,0.0,0.0,1000.0,False
DCYTD,Deoxycytidine deaminase,dcyt_c + h2o_c + h_c --> duri_c + nh4_c,0.0,0.0,1000.0,False
DCYTt2,Deoxycytidine transport in via proton symport,dcyt_e + h_e --> dcyt_c + h_c,0.0,0.0,1000.0,False
DDCAtexi,Fatty acid (dodecanoate) transport via facilitated irreversible diffusion (extracellular to periplasm),ddca_e --> ddca_p,0.0,0.0,1000.0,False
DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,0.15114420711805274,0.0,1000.0,False
DDPGA,2-dehydro-3-deoxy-phosphogluconate aldolase,4h2oglt_c <=> glx_c + pyr_c,0.0,-1000.0,1000.0,True
DESAT16,Palmitoyl CoA desaturase  n C160CoA   n C161CoA,h_c + nadph_c + o2_c + pmtcoa_c --> 2.0 h2o_c + hdcoa_c + nadp_c,0.0,0.0,1000.0,False
DESAT18,Stearoyl CoA desaturase  n C180CoA   n C181CoA,h_c + nadph_c + o2_c + stcoa_c --> 2.0 h2o_c + nadp_c + odecoa_c,0.0,0.0,1000.0,False
DEXTRINt2,Dextrin transport in via proton symport,dextrin_e + h_e --> dextrin_c + h_c,0.0,0.0,1000.0,False
DGK1,Deoxyguanylate kinase (dGMP:ATP),atp_c + dgmp_c <=> adp_c + dgdp_c,0.0,-1000.0,1000.0,True
DGNSK,Deoxyguanosine kinase,atp_c + dgsn_c --> adp_c + dgmp_c + h_c,0.0,0.0,1000.0,False
DGNSK_1,ATP deoxyguanosine 5'-phosphotransferase,atp_c + dgsn_c --> adp_c + dgmp_c + h_c,0.0,0.0,1000.0,False
DGUNC,Diguanylate cyclase,2.0 gtp_c --> cdigmp_c + 2.0 ppi_c,0.0,0.0,1000.0,False
DHAD,DHAD,dhiv_c --> 2kiv_c + h2o_c,0.3466921042741136,0.0,1000.0,False
DHAD2,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)",23dhmp_c --> 3mop_c + h2o_c,0.1152854725431633,0.0,1000.0,False
DHAD3,Dihydroxy acid dehydratase  2 3 dihydroxy 3 methylpentanoate,23dhmp_c --> 2o3mpt_c + h2o_c,0.0,0.0,1000.0,False
DHAPT,Dihydroxyacetone phosphotransferase,dha_c + pep_c --> dhap_c + pyr_c,0.0,0.0,1000.0,False
DHBD,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",23ddhb_c + nad_c <=> 23dhb_c + h_c + nadh_c,0.0,-1000.0,1000.0,True
DHBS,"2,3-dihydroxybenzoate adenylate synthase",23dhb_c + atp_c + h_c --> 23dhba_c + ppi_c,0.0,0.0,1000.0,False
DHDPRx_r,Dihydrodipicolinate reductase (NADH) reversible,23dhdp_c + h_c + nadh_c --> nad_c + thdp_c,0.0,0.0,1000.0,False
DHDPRy,Dihydrodipicolinate reductase (NADPH),23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c,0.17585172322797654,0.0,1000.0,False
DHDPS,Dihydrodipicolinate synthase,aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c,0.17585172322797651,0.0,1000.0,False
DHFR,Dihydrofolate reductase,dhf_c + h_c + nadph_c <=> nadp_c + thf_c,0.010648457316466837,-1000.0,1000.0,True
DHFS,Dihydrofolate synthase,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,0.00026546740990187603,0.0,1000.0,False
DHNAOT_1,1 4 dihydroxy 2 naphthoate octaprenyltransferase,dhna_c + nad_c + octdp_c --> 2dmmq8_c + co2_c + nadh_c + ppi_c,0.0,0.0,1000.0,False
DHNPA2r,Dihydroneopterin aldolase reversible,dhnpt_c <=> 6hmhpt_c + gcald_c,0.0,-1000.0,1000.0,True
DHNPA_1,Dihydroneopterin aldolase,dhnpt_c --> 2ahhmp_c + gcald_c,0.00026546740990187603,0.0,1000.0,False
DHORD2,Dihydoorotic acid dehydrogenase (quinone8),dhor__S_c + q8_c --> orot_c + q8h2_c,0.13126351548353413,0.0,1000.0,False
DHORD5,Dihydroorotic acid (menaquinone-8),dhor__S_c + mqn8_c --> mql8_c + orot_c,0.0,0.0,1000.0,False
DHORDfum,Fumarate dependent DHORD,dhor__S_c + fum_c --> orot_c + succ_c,0.0,0.0,1000.0,False
DHORTS,Dihydroorotase,dhor__S_c + h2o_c <=> cbasp_c + h_c,-0.13126351548353415,-1000.0,1000.0,True
DHPPDA,Diaminohydroxyphosphoribosylaminopyrimidine deaminase,25dhpp_c + h2o_c + h_c --> 5apru_c + nh4_c,0.00017697827326790383,0.0,1000.0,False
DHPPDA2,Diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp),25drapp_c + h2o_c + h_c --> 5apru_c + nh4_c,0.0,0.0,1000.0,False
DHPS,Dihydropteroate synthase,2ahhmp_c + 4abz_c --> dhpt_c + h2o_c,0.00026546740990201177,0.0,1000.0,False
DHPS2,Dihydropteroate synthase,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c,0.0,0.0,1000.0,False
DHQS,3-dehydroquinate synthase,2dda7p_c --> 3dhq_c + pi_c,0.15114420711805274,0.0,1000.0,False
DHQTi,"3-dehydroquinate dehydratase, irreversible",3dhq_c --> 3dhsk_c + h2o_c,0.1511442071180527,0.0,1000.0,False
DINSK,Deoxyinosine kinase,atp_c + din_c --> adp_c + dimp_c + h_c,0.0,0.0,1000.0,False
DIPEPabc1,Dipeptide transport via ABC system  ala asp,ala_L_asp__L_e + atp_c + h2o_c --> adp_c + ala_L_asp__L_c + h_c + pi_c,0.0,0.0,1000.0,False
DIPEPabc10,Dipeptide transport via ABC system  gly glu,atp_c + gly_glu__L_e + h2o_c --> adp_c + gly_glu__L_c + h_c + pi_c,0.0,0.0,1000.0,False
DIPEPabc12,Dipeptide transport via ABC system  met ala,atp_c + h2o_c + met_L_ala__L_e --> adp_c + h_c + met_L_ala__L_c + pi_c,0.0,0.0,1000.0,False
DIPEPabc13,Dipeptide transport via ABC system  gly asp,atp_c + gly_asp__L_e + h2o_c --> adp_c + gly_asp__L_c + h_c + pi_c,0.0,0.0,1000.0,False
DIPEPabc14,Dipeptide transport via ABC system  gly pro L,atp_c + gly_pro__L_e + h2o_c --> adp_c + gly_pro__L_c + h_c + pi_c,0.0,0.0,1000.0,False
DIPEPabc15,Dipeptide transport via ABC system  cgly,atp_c + cgly_e + h2o_c --> adp_c + cgly_c + h_c + pi_c,0.0,0.0,1000.0,False
DIPEPabc3,Dipeptide transport via ABC system  ala glu,ala_L_glu__L_e + atp_c + h2o_c --> adp_c + ala_L_glu__L_c + h_c + pi_c,0.0,0.0,1000.0,False
DIPEPabc8,Dipeptide transport via ABC system  gly asn,atp_c + gly_asn__L_e + h2o_c --> adp_c + gly_asn__L_c + h_c + pi_c,0.0,0.0,1000.0,False
DLEUabcpp,D leucine transport via ABC system  periplasm,atp_c + h2o_c + leu__D_p --> adp_c + h_c + leu__D_c + pi_c,0.0,0.0,1000.0,False
DLEUtex,D leucine transport via diffusion  extracellular to periplasm,leu__D_e <=> leu__D_p,0.0,-1000.0,1000.0,True
DLYSAD,D Amino acid dehydrogenase,fad_c + h2o_c + lys__D_c --> 6a2ohxnt_c + fadh2_c + nh4_c,0.0,0.0,1000.0,False
DLYSPYRAT,D Lysinepyruvate aminotransferase,lys__D_c + pyr_c <=> 6a2ohxnt_c + ala__D_c,0.0,-1000.0,1000.0,True
DMALRED,(S)-Malate:(acceptor) oxidoreductase,fad_c + mal__L_c --> fadh2_c + oaa_c,0.0,0.0,1000.0,False
DMATT,Dimethylallyltranstransferase,dmpp_c + ipdp_c --> grdp_c + ppi_c,0.039681227190112967,0.0,1000.0,False
DMPPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c,0.039681227190112967,0.0,1000.0,False
DNADDP,Deamino-NAD+ nucleotidohydrolase,dnad_c + h2o_c --> amp_c + 2.0 h_c + nicrnt_c,0.0,0.0,1000.0,False
DNMPPA,Dihydroneopterin monophosphate dephosphorylase,dhpmp_c + h2o_c --> dhnpt_c + pi_c,0.0,0.0,1000.0,False
DNTAep,N N bis 3 5 dinitrotolyl  amine extrusion pump,35dnta_c + h_p --> 35dnta_e + h_c,0.0,0.0,1000.0,False
DNTPPA,Dihydroneopterin triphosphate pyrophosphatase,ahdt_c + h2o_c --> dhpmp_c + h_c + ppi_c,0.0,0.0,1000.0,False
DORNabcpp,D Ornithine transport via ABC system  periplasm,atp_c + h2o_c + orn__D_p --> adp_c + h_c + orn__D_c + pi_c,0.0,0.0,1000.0,False
DORNtex,D ornithine transport via diffusion  extracellular to periplasm,orn__D_e <=> orn__D_p,0.0,-1000.0,1000.0,True
DOXRBCNtex,Doxorubicin transport via diffusion (extracellular to periplasm),doxrbcn_e <=> doxrbcn_p,0.0,-1000.0,1000.0,True
DOXRBCNtpp,Doxorubicin transport via TolC system,doxrbcn_p + h_p --> doxrbcn_e + h_c,0.0,0.0,1000.0,False
DPCOAK,Dephospho-CoA kinase,atp_c + dpcoa_c --> adp_c + coa_c + h_c,0.00022856386861709957,0.0,1000.0,False
DPR,2-dehydropantoate 2-reductase,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c,0.0,0.0,1000.0,False
DSERDHr,D-serine dehydrogenase,nadp_c + ser__D_c <=> 2amsa_c + h_c + nadph_c,0.0,-1000.0,1000.0,True
DSERt2pp,D-serine transport in via proton symport (periplasm),h_p + ser__D_p --> h_c + ser__D_c,0.0,0.0,1000.0,False
DSERtex,D-serine transport via diffusion (extracellular to periplasm),ser__D_e <=> ser__D_p,0.0,-1000.0,1000.0,True
DTARTD,D(-)-tartrate dehydratase,tartr__D_c --> h2o_c + oaa_c,0.0,0.0,1000.0,False
DTMPK,DTMP kinase,atp_c + dtmp_c <=> adp_c + dtdp_c,0.010382989906564959,-1000.0,1000.0,True
DTYRt2rpp,D tyrosine reversible transport via proton symport  periplasm,h_p + tyr__D_p --> h_c + tyr__D_c,0.0,0.0,1000.0,False
DTYRtex,D tyrosine transport via diffusion  extracellular to periplasm,tyr__D_e <=> tyr__D_p,0.0,-1000.0,1000.0,True
DURIK1,Deoxyuridine kinase (ATP:Deoxyuridine),atp_c + duri_c --> adp_c + dump_c + h_c,0.0,0.0,1000.0,False
DURIt2,Deoxyuridine transport in via proton symport,duri_e + h_e --> duri_c + h_c,0.0,0.0,1000.0,False
DUTPDP,DUTP diphosphatase,dutp_c + h2o_c --> dump_c + h_c + ppi_c,0.0,0.0,1000.0,False
DVALabcpp,D valine transport via ABC system  periplasm,atp_c + h2o_c + val__D_p --> adp_c + h_c + pi_c + val__D_c,0.0,0.0,1000.0,False
DVALtex,D valine transport via diffusion  extracellular to periplasm,val__D_e <=> val__D_p,0.0,-1000.0,1000.0,True
DXPRIi,1-deoxy-D-xylulose reductoisomerase,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c,0.4364934990912426,0.0,1000.0,False
DXPS,1-deoxy-D-xylulose 5-phosphate synthase,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c,0.43667047736451053,0.0,1000.0,False
D_LACt2pp,D-lactate transport via proton symport (periplasm),h_p + lac__D_p --> h_c + lac__D_c,0.0,0.0,1000.0,False
D_LACtex,D-lactate transport via diffusion (extracellular to periplasm),lac__D_e <=> lac__D_p,0.0,-1000.0,1000.0,True
E4PD,Erythrose 4-phosphate dehydrogenase,e4p_c + h2o_c + nad_c <=> 4per_c + 2.0 h_c + nadh_c,8.848913663395193e-05,-1000.0,1000.0,True
ECOAH1,3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA),3hbcoa_c <=> b2coa_c + h2o_c,0.0,-1000.0,1000.0,True
ECOAH12,3-hydroxyacyl-CoA dehydratase (3-hydroxyisobutyryl-CoA) (mitochondria),2mp2coa_c + h2o_c --> 3hibutcoa_c,0.0,0.0,1000.0,False
ECOAH14,3 hydroxyacyl CoA dehydratase  3 hydroxyheptanoyl CoA,h2o_c + hp2coa_c <=> 3hhpcoa_c,0.0,-1000.0,1000.0,True
ECOAH15,3 hydroxyacyl CoA dehydratase  3 hydroxynonanoyl CoA,h2o_c + nona2coa_c <=> 3hnonacoa_c,0.0,-1000.0,1000.0,True
ECOAH17,3 hydroxyacyl CoA dehydratase  3 hydroxyphenylnonanoyl CoA,h2o_c + pnona2coa_c <=> 3hpnonacoa_c,0.0,-1000.0,1000.0,True
ECOAH1_1,3 hydroxyacyl CoA dehydratase  3 hydroxybutanoyl CoA,3hbycoa_c <=> b2coa_c + h2o_c,0.0,-1000.0,1000.0,True
ECOAH2,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA),3hhcoa_c <=> h2o_c + hx2coa_c,0.0,-1000.0,1000.0,True
ECOAH23,3 hydroxyacyl CoA dehydratase  3 hydroxy 6 acetylthiohexanoyl CoA,6ath2coa_c + h2o_c <=> 3h6athcoa_c,0.0,-1000.0,1000.0,True
ECOAH25,3 hydroxyacyl CoA dehydratase  3 hydroxy  11Z  octadecenyl CoA,3hvacccoa_c <=> h2o_c + vacc2coa_c,0.0,-1000.0,1000.0,True
ECOAH26,3 hydroxyacyl CoA dehydratase  3 hydroxy  9Z  hexadecenyl CoA,3hhdccoa_c <=> h2o_c + hd2coa_c,0.0,-1000.0,1000.0,True
ECOAH27,3 hydroxyacyl CoA dehydratase  3 hydroxy  7Z  tetradecenyl CoA,3htdccoa_c <=> h2o_c + tde2coa_c,0.0,-1000.0,1000.0,True
ECOAH28,3 hydroxyacyl CoA dehydratase  3 hydroxy  5Z  dodedecenyl CoA,3hddccoa_c <=> dde2coa_c + h2o_c,0.0,-1000.0,1000.0,True
ECOAH29,3 hydroxyacyl CoA dehydratase  3 hydroxy  9Z  octadecenyl CoA,3hodecoa_c <=> h2o_c + ode2coa_c,0.0,-1000.0,1000.0,True
ECOAH3,3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA),3hocoa_c <=> h2o_c + oc2coa_c,0.0,-1000.0,1000.0,True
ECOAH30,3 hydroxyacyl CoA dehydratase  3 hydroxy  7Z  hexadecenyl CoA,3hhdd7coa_c <=> h2o_c + hdd7_2_coa_c,0.0,-1000.0,1000.0,True
ECOAH31,3 hydroxyacyl CoA dehydratase  3 hydroxy  5Z  tetradecenyl CoA,3hdd5coa_c <=> h2o_c + tded5_2_coa_c,0.0,-1000.0,1000.0,True
ECOAH32,3 hydroxyacyl CoA dehydratase  3 hydroxy  6Z  octadecenyl CoA,3hptslacoa_c <=> h2o_c + ptsla2coa_c,0.0,-1000.0,1000.0,True
ECOAH33,3 hydroxyacyl CoA dehydratase  3 hydroxy  4Z  hexadecenyl CoA,3hhdd4coa_c <=> h2o_c + hdd4_2_coa_c,0.0,-1000.0,1000.0,True
ECOAH34,3 hydroxyacyl CoA dehydratase  3 hydroxy  9Z 12Z  octadec dienyl CoA,3hlnlccoa_c <=> h2o_c + lnlc2coa_c,0.0,-1000.0,1000.0,True
ECOAH35,3 hydroxyacyl CoA dehydratase  3 hydroxy  7Z 10Z  hexadec dienyl CoA,3hhd710coa_c <=> h2o_c + hd710_2_coa_c,0.0,-1000.0,1000.0,True
ECOAH36,3 hydroxyacyl CoA dehydratase  3 hydroxy  5Z 8Z  tetradec dienyl CoA,3hhd58coa_c <=> h2o_c + td58_2_coa_c,0.0,-1000.0,1000.0,True
ECOAH37,3 hydroxyacyl CoA dehydratase  3 hydroxy  6Z  dodedecenyl CoA,3hdd6coa_c <=> dd6_2_coa_c + h2o_c,0.0,-1000.0,1000.0,True
ECOAH4,3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA),3hdcoa_c <=> dc2coa_c + h2o_c,0.0,-1000.0,1000.0,True
ECOAH5,3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA),3hddcoa_c <=> dd2coa_c + h2o_c,0.0,-1000.0,1000.0,True
ECOAH5_1,3 hydroxyacyl CoA dehydratase  3 hydroxydodecanoyl CoA,3hddcoa_c <=> h2o_c + trans_dd2coa_c,0.0,-1000.0,1000.0,True
ECOAH6,3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA),3htdcoa_c <=> h2o_c + td2coa_c,0.0,-1000.0,1000.0,True
ECOAH7,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA),3hhdcoa_c <=> h2o_c + hdd2coa_c,0.0,-1000.0,1000.0,True
ECOAH8,3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA),3hodcoa_c <=> h2o_c + od2coa_c,0.0,-1000.0,1000.0,True
ECOAH9ir,2 Methylprop 2 enoyl CoA  2 Methylbut 2 enoyl CoA,2mb2coa_c + h2o_c --> 3hmbcoa_c,0.0,0.0,1000.0,False
EDA,2-dehydro-3-deoxy-phosphogluconate aldolase,2ddg6p_c --> g3p_c + pyr_c,0.0,0.0,1000.0,False
EDD,6-phosphogluconate dehydratase,6pgc_c --> 2ddg6p_c + h2o_c,0.0,0.0,1000.0,False
EHGLAT,L erythro 4 Hydroxyglutamate2 oxoglutarate aminotransferase,akg_c + e4hglu_c --> 4h2oglt_c + glu__L_c,0.0,0.0,1000.0,False
ENO,Enolase,2pg_c <=> h2o_c + pep_c,-1.9787036663457738,-1000.0,1000.0,True
ENOPH,Enolase-phosphatase E1,dkmpp_c + h2o_c --> dhmtp_c + pi_c,0.0,0.0,1000.0,False
ENTCS,Enterochelin synthase,3.0 23dhba_c + 3.0 seramp_c --> 6.0 amp_c + enter_c + 10.0 h_c,0.0,0.0,1000.0,False
ETOHtex,Ethanol transport via diffusion (extracellular to periplasm),etoh_e <=> etoh_p,0.0,-1000.0,1000.0,True
ETOHtrpp,Ethanol reversible transport via diffusion (periplasm),etoh_p <=> etoh_c,0.0,-1000.0,1000.0,True
EX_2dhglcn_e,EX_2dhglcn_e,2dhglcn_e --> ,0.0,0.0,0.0,False
EX_2m35mdntha_e,EX_2m35mdntha_e,2m35mdntha_e --> ,0.0,0.0,0.0,False
EX_35dnta_e,EX_35dnta_e,35dnta_e --> ,0.0,0.0,0.0,False
EX_3amp_e,EX_3amp_e,3amp_e --> ,0.0,0.0,0.0,False
EX_3cmp_e,EX_3cmp_e,3cmp_e --> ,0.0,0.0,0.0,False
EX_4abut_e,EX_4abut_e,4abut_e --> ,0.0,0.0,0.0,False
EX_4hba_e,4-Hydroxybenzoate exchange,4hba_e --> ,8.848913663395194e-05,0.0,1000.0,False
EX_4hbz_e,EX_4hbz_e,4hbz_e --> ,0.0,0.0,0.0,False
EX_4hpro_LT_e,EX_4hpro_LT_e,4hpro_LT_e --> ,0.0,0.0,0.0,False
EX_6atha_e,EX_6atha_e,6atha_e --> ,0.0,0.0,0.0,False
EX_LalaDgluMdapDala_e,EX_LalaDgluMdapDala_e,LalaDgluMdapDala_e --> ,0.0,0.0,0.0,False
EX_LalaLglu_e,EX_LalaLglu_e,LalaLglu_e --> ,0.0,0.0,0.0,False
EX_R_3h4atba_e,EX_R_3h4atba_e,R_3h4atba_e --> ,0.0,0.0,0.0,False
EX_R_3hpba_e,EX_R_3hpba_e,R_3hpba_e --> ,0.0,0.0,0.0,False
EX_R_3hpnona_e,EX_R_3hpnona_e,R_3hpnona_e --> ,0.0,0.0,0.0,False
EX_R_3hpocta_e,EX_R_3hpocta_e,R_3hpocta_e --> ,0.0,0.0,0.0,False
EX_R_3hppta_e,EX_R_3hppta_e,R_3hppta_e --> ,0.0,0.0,0.0,False
EX_ac_e,Acetate exchange,ac_e <-- ,-19.0,-19.0,-19.0,False
EX_acac_e,EX_acac_e,acac_e --> ,0.0,0.0,0.0,False
EX_acald_e,EX_acald_e,acald_e --> ,0.0,0.0,0.0,False
EX_acgam_e,EX_acgam_e,acgam_e --> ,0.0,0.0,0.0,False
EX_actn__R_e,EX_actn__R_e,actn__R_e --> ,0.0,0.0,0.0,False
EX_ade_e,EX_ade_e,ade_e --> ,0.0,0.0,0.0,False
EX_adn_e,EX_adn_e,adn_e --> ,0.0,0.0,0.0,False
EX_akg_e,EX_akg_e,akg_e --> ,0.0,0.0,0.0,False
EX_ala_B_e,EX_ala_B_e,ala_B_e --> ,0.0,0.0,0.0,False
EX_ala_L_asp__L_e,EX_ala_L_asp__L_e,ala_L_asp__L_e --> ,0.0,0.0,0.0,False
EX_ala_L_glu__L_e,EX_ala_L_glu__L_e,ala_L_glu__L_e --> ,0.0,0.0,0.0,False
EX_ala_L_thr__L_e,EX_ala_L_thr__L_e,ala_L_thr__L_e --> ,0.0,0.0,0.0,False
EX_ala__D_e,EX_ala__D_e,ala__D_e --> ,0.0,0.0,0.0,False
EX_ala__L_e,EX_ala__L_e,ala__L_e --> ,0.0,0.0,0.0,False
EX_ala_gln_e,EX_ala_gln_e,ala_gln_e --> ,0.0,0.0,0.0,False
EX_ala_his_e,EX_ala_his_e,ala_his_e --> ,0.0,0.0,0.0,False
EX_ala_leu_e,EX_ala_leu_e,ala_leu_e --> ,0.0,0.0,0.0,False
EX_alagly_e,EX_alagly_e,alagly_e --> ,0.0,0.0,0.0,False
EX_apc_e,EX_apc_e,apc_e --> ,0.0,0.0,0.0,False
EX_arab__L_e,EX_arab__L_e,arab__L_e --> ,0.0,0.0,0.0,False
EX_arg__L_e,EX_arg__L_e,arg__L_e --> ,0.0,0.0,0.0,False
EX_asn__L_e,EX_asn__L_e,asn__L_e --> ,0.0,0.0,0.0,False
EX_aso3_e,EX_aso3_e,aso3_e --> ,0.0,0.0,0.0,False
EX_aso4_e,EX_aso4_e,aso4_e --> ,0.0,0.0,0.0,False
EX_asp__L_e,EX_asp__L_e,asp__L_e --> ,0.0,0.0,0.0,False
EX_bz_e,EX_bz_e,bz_e --> ,0.0,0.0,0.0,False
