reaction_id,reaction_name,reaction_equation,flux,lower_bound,upper_bound
PPRGL,Phosphoribosylamine---glycine ligase,atp_c + gly_c + pram_c <=> adp_c + gar_c + h_c + pi_c,0.20221480301225497,-1000.0,1000.0
PPS,Phosphoenolpyruvate synthase,atp_c + h2o_c + pyr_c --> amp_c + 2.0 h_c + pep_c + pi_c,2.643558918008666,0.0,1000.0
PRAIS,Phosphoribosylaminoimidazole synthase,atp_c + fpram_c --> adp_c + air_c + h_c + pi_c,0.20221480301225506,0.0,1000.0
PRAIi,Phosphoribosylanthranilate isomerase (irreversible),pran_c --> 2cpr5p_c,0.025704865348505603,0.0,1000.0
PRAMPC,Phosphoribosyl-AMP cyclohydrolase,h2o_c + prbamp_c --> prfp_c,0.04284129151147667,0.0,1000.0
PRASCSi,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,5aizc_c + asp__L_c + atp_c --> 25aics_c + adp_c + h_c + pi_c,0.20211396060469883,0.0,1000.0
PRATPP,Phosphoribosyl-ATP pyrophosphatase,h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c,0.04284129151147666,0.0,1000.0
PRFGS,Phosphoribosylformylglycinamidine synthase,atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + 2.0 h_c + pi_c,0.20221480301225503,0.0,1000.0
PRMICI,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,prfp_c <=> prlp_c,0.04284129151147666,-1000.0,1000.0
PRPPS,Phosphoribosylpyrophosphate synthetase,atp_c + r5p_c <=> amp_c + h_c + prpp_c,0.4213792702398092,-1000.0,1000.0
PSCVT,3-phosphoshikimate 1-carboxyvinyltransferase,pep_c + skm5p_c <=> 3psme_c + pi_c,0.17224425860324805,-1000.0,1000.0
PSERT,Phosphoserine transaminase,3php_c + glu__L_c --> akg_c + pser__L_c,0.6682760778580491,0.0,1000.0
PSP_L,Phosphoserine phosphatase (L-serine),h2o_c + pser__L_c --> pi_c + ser__L_c,0.6682760778580491,0.0,1000.0
RBFK,Riboflavin kinase,atp_c + ribflv_c --> adp_c + fmn_c + h_c,0.00010084240755620624,0.0,1000.0
RBFSa,Riboflavin synthase,4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + pi_c,0.0004033696302248009,0.0,1000.0
RBFSb,Riboflavin synthase,2.0 dmlz_c --> 4r5au_c + ribflv_c,0.00020168481511240047,0.0,1000.0
RNDR3,Ribonucleoside-diphosphate reductase (CDP),cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c,0.012217306389891028,0.0,1000.0
RNDR4,Ribonucleoside-diphosphate reductase (UDP),trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c,0.011832477291997216,0.0,1000.0
RNTR1,Ribonucleoside triphosphate reductase  ATP,atp_c + trdrd_c --> datp_c + h2o_c + trdox_c,0.01183247729199721,0.0,1000.0
RNTR2,Ribonucleoside triphosphate reductase  GTP,gtp_c + trdrd_c --> dgtp_c + h2o_c + trdox_c,0.012217306389891026,0.0,1000.0
RPE,Ribulose 5-phosphate 3-epimerase,ru5p__D_c <=> xu5p__D_c,-0.33863679358362414,-1000.0,1000.0
RPI,Ribose-5-phosphate isomerase,r5p_c <=> ru5p__D_c,-0.33823342395339934,-1000.0,1000.0
SDPDS,Succinyl-diaminopimelate desuccinylase,h2o_c + sl26da_c --> 26dap_LL_c + succ_c,0.20040099630049582,0.0,1000.0
SDPTA,Succinyldiaminopimelate transaminase,akg_c + sl26da_c <=> glu__L_c + sl2a6o_c,-0.20040099630049588,-1000.0,1000.0
SHK3Dr,Shikimate dehydrogenase,3dhsk_c + h_c + nadph_c <=> nadp_c + skm_c,0.17224425860324805,-1000.0,1000.0
SHKK,Shikimate kinase,atp_c + skm_c --> adp_c + h_c + skm5p_c,0.17224425860324802,0.0,1000.0
SO4t2,Sulfate transport in via proton symport,h_e + so4_e --> h_c + so4_c,0.11072089362375062,0.0,1000.0
SO4t4pp_1,Sulfate transport via sodium symport,na1_p + so4_p --> na1_c + so4_c,0.0023537431898205874,0.0,1000.0
SO4tex,Sulfate transport via diffusion (extracellular to periplasm),so4_e <=> so4_p,0.0023537431898205874,-1000.0,1000.0
SUCOAS,Succinyl-CoA synthetase (ADP-forming),atp_c + coa_c + succ_c <=> adp_c + pi_c + succoa_c,-6.107946509627533,-1000.0,1000.0
SULR,Sulfite reductase (NADPH2),5.0 h_c + 3.0 nadph_c + so3_c --> 3.0 h2o_c + h2s_c + 3.0 nadp_c,0.11111295805133456,0.0,1000.0
TALA,Transaldolase,g3p_c + s7p_c <=> e4p_c + f6p_c,-0.08314584628640985,-1000.0,1000.0
THDPS,Tetrahydrodipicolinate succinylase,h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c,0.20040099630049585,0.0,1000.0
THRD_L,L-threonine deaminase,thr__L_c --> 2obut_c + nh4_c,0.1313795687214957,0.0,1000.0
THRS,Threonine synthase,h2o_c + phom_c --> pi_c + thr__L_c,0.24609888641525463,0.0,1000.0
THZPSN,Thiazole phosphate synthesis,atp_c + cys__L_c + dxyl5p_c + tyr__L_c --> 4hba_c + 4mpetz_c + ala__L_c + amp_c + co2_c + h2o_c + h_c + ppi_c,0.00010084240755619228,0.0,1000.0
TKT1,Transketolase,r5p_c + xu5p__D_c <=> g3p_c + s7p_c,-0.08314584628640982,-1000.0,1000.0
TKT2,Transketolase,e4p_c + xu5p__D_c <=> f6p_c + g3p_c,-0.2554909472972141,-1000.0,1000.0
TMDS,Thymidylate synthase,dump_c + mlthf_c --> dhf_c + dtmp_c,0.011832477291997214,0.0,1000.0
TMPK,Thiamine-phosphate kinase,atp_c + thmmp_c --> adp_c + thmpp_c,0.00010084240755619227,0.0,1000.0
TMPPP,Thiamine-phosphate diphosphorylase,2mahmp_c + 4mpetz_c + h_c --> ppi_c + thmmp_c,0.00010084240755619228,0.0,1000.0
TPI,Triose-phosphate isomerase,dhap_c <=> g3p_c,-0.4290784147102554,-1000.0,1000.0
TRDR,Thioredoxin reductase (NADPH),h_c + nadph_c + trdox_c --> nadp_c + trdrd_c,0.15921252541511105,0.0,1000.0
TRPS2,Tryptophan synthase (indole),indole_c + ser__L_c --> h2o_c + trp__L_c,0.0257048653485056,0.0,1000.0
TRPS3,Tryptophan synthase (indoleglycerol phosphate),3ig3p_c --> g3p_c + indole_c,0.0257048653485056,0.0,1000.0
TYRTA,Tyrosine transaminase,akg_c + tyr__L_c <=> 34hpp_c + glu__L_c,-0.062458531341946115,-1000.0,1000.0
UAAGDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c,0.04522081056331578,0.0,1000.0
UAGCVT,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,pep_c + uacgam_c --> pi_c + uaccg_c,0.04522081056331579,0.0,1000.0
UAGDP,UDP-N-acetylglucosamine diphosphorylase,acgam1p_c + h_c + utp_c --> ppi_c + uacgam_c,0.09044162112663157,0.0,1000.0
UAGPT3,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,uacgam_c + uagmda_c --> h_c + uaagmda_c + udp_c,0.04522081056331578,0.0,1000.0
UAMAGS,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c,0.04522081056331578,0.0,1000.0
UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c,0.045220810563315776,0.0,1000.0
UAPGR,UDP-N-acetylenolpyruvoylglucosamine reductase,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c,0.04522081056331578,0.0,1000.0
UDCPDP,Undecaprenyl-diphosphatase,h2o_c + udcpdp_c --> h_c + pi_c + udcpp_c,0.04522081056331578,0.0,1000.0
UDCPDPS,Undecaprenyl diphosphate synthase,frdp_c + h_c + 8.0 ipdp_c --> 8.0 ppi_c + udcpdp_c,0.045220810563315776,0.0,1000.0
UGMDDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase",alaala_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmda_c,0.04522081056331579,0.0,1000.0
UMPK,UMP kinase,atp_c + ump_c <=> adp_c + udp_c,0.19480899086623632,-1000.0,1000.0
URIDK2r,Uridylate kinase (dUMP),atp_c + dump_c <=> adp_c + dudp_c,-0.011832477291997214,-1000.0,1000.0
VALDHr,Valine dehydrogenase,h2o_c + nad_c + val__L_c <=> 3mob_c + h_c + nadh_c + nh4_c,0.20373377003901225,-1000.0,1000.0
ilvg,Isoleucine biosynthesi step i,2obut_c + hethmpp_c --> 2ahbut_c + thmpp_c,0.13137956872149573,0.0,1000.0
r2465_1,Cation Diffusion Facilitator (Cdf) Tcdb:2.A.4.2.3,zn2_c <-- zn2_e,-0.00015420296402092525,-1000.0,0.0
sink_4hba_c,R_sink_4hba_c,4hba_c --> ,0.00010084240755619228,0.0,1000.0
Growth,Biomass reaction,0.000223 10fthf_c + 0.513689 ala__L_c + 0.000223 amet_c + 0.295792 arg__L_c + 0.241055 asn__L_c + 0.241055 asp__L_c + 54.124831 atp_c + 0.005205 ca2_c + 0.005205 cl_c + 0.000576 coa_c + 0.0001 cobalt2_c + 0.133508 ctp_c + 0.000709 cu2_c + 0.09158 cys__L_c + 0.026166 datp_c + 0.027017 dctp_c + 0.027017 dgtp_c + 0.026166 dttp_c + 0.000223 fad_c + 0.006715 fe2_c + 0.007808 fe3_c + 0.26316 gln__L_c + 0.26316 glu__L_c + 0.612638 gly_c + 0.215096 gtp_c + 48.601527 h2o_c + 0.094738 his__L_c + 0.290529 ile__L_c + 0.195193 k_c + 0.450531 leu__L_c + 0.343161 lys__L_c + 0.153686 met__L_c + 0.008675 mg2_c + 0.000223 mlthf_c + 0.000691 mn2_c + 0.0001 mql8_c + 0.001831 nad_c + 0.000447 nadp_c + 0.185265 phe__L_c + 0.221055 pro__L_c + 0.000223 pydx5p_c + 0.000223 ribflv_c + 0.215792 ser__L_c + 0.004338 so4_c + 0.000223 thf_c + 0.000223 thmpp_c + 0.253687 thr__L_c + 0.056843 trp__L_c + 0.137896 tyr__L_c + 0.1 uaagmda_c + 0.144104 utp_c + 0.423162 val__L_c + 0.000341 zn2_c --> 53.95 adp_c + 53.95 h_c + 53.945662 pi_c + 0.773903 ppi_c,0.45220810563315794,0.0,1000.0
EX_ac_e,Acetate exchange,ac_e <-- ,-19.0,-19.0,-19.0
ACt,Acetate transport via diffusion,ac_e <=> ac_c,19.0,-1000.0,1000.0
SUCD,Succinate dehydrogenase,fad_c + succ_c --> fadh2_c + fum_c,12.33220723435452,0.0,1000.0
MQN8t,Menaquinone-8 transport, <=> mqn8_c,4.52208105633211e-05,-1000.0,1000.0
DM_coa_c,CoA demand (bootstrap),coa_c <=> ,-0.0002604718688468747,-0.1,1000.0
KARI,KARI,alac__S_c + h_c + nadph_c --> dhiv_c + nadp_c,0.39509105643495057,0.0,1000.0
DHAD,DHAD,dhiv_c --> 2kiv_c + h2o_c,0.3950910564349506,0.0,1000.0
BCAT_VAL,BCAT_VAL,2kiv_c + glu__L_c <=> akg_c + val__L_c,0.39509105643495057,-1000.0,1000.0
T_cu2_e_to_cu2_c,T_cu2_e_to_cu2_c,cu2_e <=> cu2_c,0.0003206155468939473,-1000.0,1000.0
EX_nac_e,nac_e exchange,nac_e <=> ,-0.001030130064644121,-1000.0,1000.0
T_nac_e_to_nac_c,Nicotinate transport (e<->c),nac_e <=> nac_c,0.001030130064644121,-1000.0,1000.0
